kfg_id,provenance_display,geo_zone,cluster_label,n_cords,n_pattern_types,n_unique_colors,numeric_coverage,frac_broken,sub_ratio,group_size,iso_score,lof_score,z_max,z_flag_feature,iso_flagged,lof_flagged,z_flagged,n_methods_flagged,anomaly_class
KH0027,Unknown,,Simple,77,5,5,0.5324675324675324,0.1298701298701298,0.0,3.8333333333333335,0.378298377303644,1.1599357623625066,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0028,Unknown,,Complex,260,4,5,0.8807692307692307,0.1038461538461538,0.11510791366906475,10.692307692307692,0.4862893835166941,1.4045735347057702,2.1024175306637347,n_pendants,False,False,False,0,Normal
KH0029,Unknown,,Simple,28,1,3,0.7857142857142857,0.1071428571428571,0.0,2.25,0.35138065389253825,0.9919097805083454,0.7357692204809974,n_pattern_types,False,False,False,0,Normal
KH0030,Unknown,,Simple,56,5,3,0.625,0.0714285714285714,0.0,0.875,0.37339353382650026,1.101185631550709,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0031,Aankoop,,Simple,144,5,23,0.8472222222222222,0.0763888888888889,0.14285714285714285,3.2666666666666666,0.42441166625579796,1.0173238660908306,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0032,La Puntilla (Paracas/Pisco),Cañete–Pisco,Simple,28,1,3,0.9285714285714286,0.2857142857142857,0.0,1.2,0.3604208849095527,1.0776500596196072,0.7415507383769052,numeric_coverage,False,False,False,0,Normal
KH0033,La Puntilla (Paracas/Pisco),Cañete–Pisco,Simple,66,4,5,0.3484848484848485,0.1212121212121212,0.0,1.2,0.38091500484829965,1.140664559472328,1.819613799568331,numeric_coverage,False,False,False,0,Normal
KH0034,Nazca,Nazca & Far South,Complex,541,4,15,0.4399260628465804,0.2476894639556377,0.0,1.1666666666666667,0.5553845786547194,1.7239156634607542,4.07213149321719,n_groups,True,False,True,2,High-confidence
KH0035,Unknown,,Simple,12,0,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.41763716623569574,1.1020285730967847,2.2093464790807458,frac_broken,False,False,False,0,Normal
KH0036,Unknown,,Simple,18,2,4,1.0,0.0,0.0,0.0,0.35311473116280834,1.0072925156329053,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0037,Unknown,,Simple,15,0,2,0.9333333333333332,0.0666666666666666,0.0,0.0,0.36633669863772333,1.1631352823285088,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0038,Unknown,,Simple,25,3,3,0.92,0.04,0.0,0.0,0.35230558006466145,1.02535940035002,0.7037066653535354,numeric_coverage,False,False,False,0,Normal
KH0039,Unknown,,Simple,10,0,3,0.8,0.0,0.5,2.0,0.4137323685639822,1.7806173445559885,1.1850890975878252,n_pattern_types,False,True,False,1,Candidate
KH0040,Unknown,,Simple,21,1,3,0.9047619047619048,0.1904761904761904,0.0,0.0,0.34944925934182053,1.0381979749137895,0.7357692204809974,n_pattern_types,False,False,False,0,Normal
KH0041,Unknown,,Simple,11,2,4,0.4545454545454545,0.4545454545454545,0.0,0.6666666666666666,0.38642362679400194,1.0594448253971243,1.3513411788246128,numeric_coverage,False,False,False,0,Normal
KH0042,Pachacamac,Central Coast,Complex,179,7,13,0.7541899441340782,0.0111731843575419,0.0,3.9444444444444446,0.4166091630392842,1.0919597470462648,1.9601500421599698,n_pattern_types,False,False,False,0,Normal
KH0043,Unknown,,Simple,16,0,6,0.1875,0.0,0.0,0.0,0.390388961990164,1.0435452349407264,2.5303847417686183,numeric_coverage,False,False,False,0,Normal
KH0044,Unknown,,Simple,4,0,1,1.0,0.0,0.0,0.0,0.36771224183253287,0.951870283971769,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0045,Unknown,,Simple,12,0,4,1.0,0.0,0.0,1.0,0.3601651381186909,1.1892745207172135,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0046,Unknown,,Simple,38,2,8,0.7368421052631579,0.1842105263157894,0.0,0.125,0.34559141419987416,0.9815325678082644,0.3823537122469144,group_size,False,False,False,0,Normal
KH0047,"Lima (Maranga, Huaca 1)",Central Coast,Simple,81,5,9,0.8024691358024691,0.4691358024691358,0.4,0.5555555555555556,0.43710186061093,1.255873468517968,1.3098246776350215,frac_broken,False,False,False,0,Normal
KH0048,"Lima (Maranga, Huaca 1)",Central Coast,Simple,82,3,11,0.5121951219512195,0.6219512195121951,0.0,0.5714285714285714,0.39818474815410304,1.0778557742148824,2.0057199737229867,frac_broken,False,False,False,0,Normal
KH0049,South Coast,Nazca & Far South,Complex,367,3,8,0.9564032697547684,0.0326975476839237,0.0,37.0,0.5552266798924551,1.5271152145565776,4.500337347921283,group_size,True,False,True,2,High-confidence
KH0050,Unknown,,Simple,36,4,4,0.8333333333333334,0.7222222222222222,0.0,0.0,0.39085209434777,1.0494296432214534,2.4623369857373554,frac_broken,False,False,False,0,Normal
KH0051,Unknown,,Simple,45,1,2,0.9111111111111112,0.0222222222222222,0.2857142857142857,4.666666666666667,0.4113887186841737,1.35281838049288,0.869062362875523,n_colors,False,False,False,0,Normal
KH0052,Unknown,,Simple,56,4,5,0.9285714285714286,0.0535714285714285,0.2,2.0,0.3942032344917215,1.0704901849006654,0.7415507383769052,numeric_coverage,False,False,False,0,Normal
KH0053,Unknown,,Simple,14,1,5,0.7142857142857143,0.2142857142857142,2.0,0.3333333333333333,0.4777323774488915,2.4319032506603953,5.121889558079509,sub_ratio,False,True,True,2,High-confidence
KH0054,Unknown,,Simple,29,1,7,0.896551724137931,0.0344827586206896,0.0,0.6666666666666666,0.3521942064318556,1.036997269579381,0.7357692204809974,n_pattern_types,False,False,False,0,Normal
KH0055,Unknown,,Complex,159,7,7,0.9119496855345912,0.0880503144654088,0.0,2.0344827586206895,0.40604125820552966,1.0918374713937025,1.9601500421599698,n_pattern_types,False,False,False,0,Normal
KH0056,Unknown,,Simple,53,6,15,0.8490566037735849,0.1698113207547169,0.0,1.3,0.37746438896955525,1.0792555409139497,1.510830165053142,n_pattern_types,False,False,False,0,Normal
KH0057,Unknown,,Complex,126,6,10,0.6984126984126984,0.0317460317460317,0.15,1.4285714285714286,0.421456240230148,1.0365834104858371,1.510830165053142,n_pattern_types,False,False,False,0,Normal
KH0058,Unknown,,Complex,189,8,11,0.9206349206349206,0.074074074074074,0.0,4.636363636363637,0.4544592891497503,1.1411373293518003,2.4094699192667974,n_pattern_types,False,False,False,0,Normal
KH0059,La Centinela / Tambo de Mora,Cañete–Pisco,Simple,80,4,9,0.925,0.0,0.0,2.3333333333333335,0.3699182947353802,1.0310928549829812,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0060,La Centinela / Tambo de Mora,Cañete–Pisco,Simple,86,2,10,0.7441860465116279,0.0697674418604651,0.0,8.333333333333334,0.36971900093682847,1.2392516145630283,0.7045278005814868,group_size,False,False,False,0,Normal
KH0061,Unknown,,Complex,370,6,12,0.4324324324324324,0.8243243243243243,0.0,3.3529411764705883,0.49957748966332605,1.50509291799869,2.9272925114846386,frac_broken,False,False,False,0,Normal
KH0062,Hda. Ullujalla / Callengo,Cañete–Pisco,Simple,45,2,6,0.8888888888888888,0.1333333333333333,0.0,1.0,0.3439651496661074,0.9960207252380053,0.5663466966020442,numeric_coverage,False,False,False,0,Normal
KH0063,Hda. Ullujalla / Callengo,Cañete–Pisco,Simple,49,2,3,0.673469387755102,0.0408163265306122,0.0,7.25,0.3762346014347793,1.200853780308415,0.6406690244794314,frac_broken,False,False,False,0,Normal
KH0064,Hda. Ullujalla / Callengo,Cañete–Pisco,Simple,20,0,2,0.6,0.05,0.0,0.0,0.36442069148638767,1.0019498166217389,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0065,Hda. Ullujalla / Callengo,Cañete–Pisco,Simple,26,3,8,0.9230769230769232,0.0769230769230769,0.0,1.25,0.3455480838397243,1.0159273495409216,0.7172917172080789,numeric_coverage,False,False,False,0,Normal
KH0066,Hda. Ullujalla / Callengo,Cañete–Pisco,Simple,3,0,2,1.0,0.0,0.0,0.0,0.3619284002349338,1.0144477249927886,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0067,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas,Simple,11,0,5,0.9090909090909092,0.2727272727272727,0.0,1.5,0.3657783750279674,1.0732998363884092,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0068,Unknown,,Complex,589,7,29,0.3123938879456706,0.0390492359932088,0.0,0.30851063829787234,0.5579246972797149,1.669597475701132,3.604363400356182,n_cords,True,False,True,2,High-confidence
KH0069,Unknown,,Simple,38,1,2,0.5,0.0789473684210526,0.0,0.0,0.37186629906612445,0.9941821225124388,1.1506529127915903,numeric_coverage,False,False,False,0,Normal
KH0070,Chala,Nazca & Far South,Simple,8,1,2,1.0,0.0,0.0,0.0,0.35386195905054646,1.018513053122104,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0071,Chala,Nazca & Far South,Simple,15,1,2,1.0,0.0,0.0,0.0,0.3525491179243644,1.0036625996506974,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0072,Chala,Nazca & Far South,Simple,18,2,3,0.8888888888888888,0.0,0.0,3.0,0.35696904073214963,1.1318266135600352,0.869062362875523,n_colors,False,False,False,0,Normal
KH0073,Chala,Nazca & Far South,Simple,32,3,2,0.8125,0.09375,0.0,2.0,0.3573527688636605,1.03522931828625,0.869062362875523,n_colors,False,False,False,0,Normal
KH0074,Chala,Nazca & Far South,Simple,10,0,2,0.8,0.0,0.0,0.3333333333333333,0.35730401989426935,1.1004322614536348,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0075,Chala,Nazca & Far South,Simple,31,2,3,0.8387096774193549,0.1935483870967742,0.0,2.3333333333333335,0.3509259114264141,1.0122489672877728,0.869062362875523,n_colors,False,False,False,0,Normal
KH0076,Chala,Nazca & Far South,Simple,7,0,3,0.5714285714285714,0.2857142857142857,0.0,0.0,0.3756795516150278,1.1051441737504406,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0077,Chala,Nazca & Far South,Simple,5,1,4,1.0,0.2,0.0,0.0,0.35911584445634526,1.0989281354384677,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0078,Chala,Nazca & Far South,Simple,5,1,4,0.4,0.0,0.0,0.0,0.3785618500455146,1.037672524522677,1.592167098064239,numeric_coverage,False,False,False,0,Normal
KH0079,Chala,Nazca & Far South,Complex,172,6,4,0.9418604651162792,0.1046511627906976,0.0,0.01639344262295082,0.4307263862916539,1.4824498136749213,2.078952325348853,n_groups,False,False,False,0,Normal
KH0080,Chala,Nazca & Far South,Complex,163,5,6,0.3006134969325153,0.0,0.0,1.25,0.41383000923773233,1.2623201937249036,2.0309726073536205,numeric_coverage,False,False,False,0,Normal
KH0081,Nazca (Monte de Cacatilla),Nazca & Far South,Complex,217,5,7,0.9539170506912442,0.1105990783410138,0.0,0.030303030303030304,0.39896890688767955,1.111354521661017,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0082,Lluta Valley,Arica & N. Chile,Complex,1831,7,236,0.2184598580010923,0.0016384489350081,0.05847953216374269,0.37336244541484714,0.7547821484771406,5.609761258238895,18.914955083726092,n_groups,True,True,True,3,High-confidence
KH0083,Mollepampa,Chachapoyas,Complex,591,5,151,0.6040609137055838,0.0,1.2355555555555555,15.0,0.7350448057135925,4.47238954754241,18.744944636623483,n_subsidiaries,True,True,True,3,High-confidence
KH0084,Lluta Valley,Arica & N. Chile,Complex,405,4,229,0.4,0.0,0.10071942446043165,5.56,0.6315107043975433,3.620824647517035,12.24453827066481,n_unique_colors,True,True,True,3,High-confidence
KH0085,Ica Valley (Rancho San Juan),Ica & Paracas,Simple,60,5,1,0.7333333333333333,0.6166666666666667,0.0,1.7142857142857142,0.43055896573064933,1.1271024754135612,1.981655023089797,frac_broken,False,False,False,0,Normal
KH0086,Ica Valley (Rancho San Juan),Ica & Paracas,Simple,25,0,1,0.24,1.0,0.0,0.0,0.4940563328628687,1.2873240165078395,3.727289519020405,frac_broken,False,False,True,1,Candidate
KH0087,Nazca / Ancon,,Simple,96,5,6,0.3958333333333333,0.0520833333333333,0.0,0.14285714285714285,0.3944774567160687,1.1642019184498507,1.6105635224505996,numeric_coverage,False,False,False,0,Normal
KH0088,Nazca / Ancon,,Complex,186,3,5,0.5161290322580645,0.0967741935483871,0.0,0.0,0.3976460243580041,1.3330613072453628,1.1035667751154108,n_groups,False,False,False,0,Normal
KH0089,Nazca / Ancon,,Simple,16,0,3,1.0,0.0,0.0,0.5,0.36168968840037974,0.9658790343705425,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0090,Nazca / Ancon,,Simple,33,4,5,0.9090909090909092,0.0606060606060606,0.0,0.0,0.3492280468931684,0.9781111883279184,0.6555414815056102,numeric_coverage,False,False,False,0,Normal
KH0091,Nazca (Hda. Copara),Nazca & Far South,Simple,27,1,4,0.8518518518518519,0.0,0.0,0.0,0.34762869121753687,1.0750439688888447,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0092,Nazca / Ancon,,Simple,74,1,5,0.5675675675675675,0.0135135135135135,0.0,0.0,0.3673092949817843,1.0598389337043783,0.8523325173370979,numeric_coverage,False,False,False,0,Normal
KH0093,Nazca / Ancon,,Simple,40,2,10,0.95,0.0,0.0,6.0,0.3726825831669898,1.129653004502411,0.8361609209353297,numeric_coverage,False,False,False,0,Normal
KH0094,Unknown,,Simple,8,0,2,1.0,0.625,0.0,0.0,0.40506686969702427,1.3087655241309477,2.0196035990882883,frac_broken,False,False,False,0,Normal
KH0095,Unknown,,Simple,20,0,3,0.3,0.3,0.0,4.666666666666667,0.4095344706880115,1.173099410917461,2.0336812833368882,numeric_coverage,False,False,False,0,Normal
KH0096,Unknown,,Simple,3,0,1,1.0,0.0,0.0,0.0,0.3685762610531181,0.951870283971769,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0097,Unknown,,Complex,319,4,15,0.8087774294670846,0.1630094043887147,0.0,0.0,0.39714132923448614,1.2147017479239082,1.6599543157154588,n_cords,False,False,False,0,Normal
KH0098,Unknown,,Simple,45,2,7,0.1111111111111111,0.1777777777777777,0.0,0.6,0.40280205122730384,1.0468922915729848,2.8676525221852254,numeric_coverage,False,False,False,0,Normal
KH0100,Peru (unknown),,Simple,97,2,5,0.9896907216494846,0.0103092783505154,0.0,4.0,0.37117524735595525,1.311201341071706,1.0114010872548866,numeric_coverage,False,False,False,0,Normal
KH0101,Huacho / Pachacamac,Central Coast,Simple,95,5,4,0.9578947368421052,0.0,0.0,0.32,0.379381573955385,1.032742794416269,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0102,Peru (unknown),,Simple,35,1,3,0.3428571428571428,0.0285714285714285,0.0,0.8,0.3884392448167817,1.005120315886808,1.8444609182200389,numeric_coverage,False,False,False,0,Normal
KH0103,Peru (unknown),,Simple,58,4,1,1.0,0.0862068965517241,0.0,0.25,0.38121229039005605,1.0750592345498988,1.1230463757686582,n_colors,False,False,False,0,Normal
KH0104,Unknown,,Simple,89,5,4,0.8764044943820225,0.2696629213483146,0.0,0.0,0.37354740779747964,1.08707185338786,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0105,Peru (unknown),,Simple,56,4,2,0.8928571428571429,0.125,0.0,0.0,0.35787302130691284,1.020275633136546,0.869062362875523,n_colors,False,False,False,0,Normal
KH0106,Peru (unknown),,Simple,70,4,3,0.8142857142857143,0.1714285714285714,0.0,0.0,0.3563675415800633,1.0164903679759674,0.869062362875523,n_colors,False,False,False,0,Normal
KH0107,Peru (unknown),,Simple,51,0,3,0.7450980392156863,0.1372549019607843,0.25,36.0,0.4938015185923546,1.8237405203644166,4.36792538696757,group_size,False,True,True,2,High-confidence
KH0108,Pachacamac,Central Coast,Complex,212,6,6,0.9245283018867924,0.0188679245283018,0.047619047619047616,6.3,0.42704716184747327,1.2318803885167273,1.510830165053142,n_pattern_types,False,False,False,0,Normal
KH0109,Pachacamac,Central Coast,Simple,86,4,6,0.6976744186046512,0.2906976744186046,0.0,0.4090909090909091,0.37781150789843043,1.1184493179536161,0.869062362875523,n_colors,False,False,False,0,Normal
KH0110,Pachacamac,Central Coast,Simple,64,1,59,0.734375,0.015625,0.0,0.0,0.45479261563864803,2.4022171063272704,2.738237398748718,n_unique_colors,False,True,False,1,Candidate
KH0111,Between Ica and Pisco,Ica & Paracas,Simple,101,5,4,0.5643564356435643,0.0495049504950495,0.0,1.4,0.37240645469973765,1.1104242313833725,1.061510287946314,n_pattern_types,False,False,False,0,Normal
KH0112,Pachacamac,Central Coast,Simple,48,3,3,1.0,0.0833333333333333,0.0,0.0,0.3740859247952684,1.3029466888384877,1.1230463757686582,n_colors,False,False,False,0,Normal
KH0113,Ica,Ica & Paracas,Simple,73,6,5,0.9452054794520548,0.0547945205479452,0.0,0.7777777777777778,0.37126889513850175,1.0514574998215926,1.510830165053142,n_pattern_types,False,False,False,0,Normal
KH0114,Pachacamac,Central Coast,Simple,21,2,5,1.0,0.0,0.0,6.0,0.36792942241353893,1.2653277562419365,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0115,Pachacamac,Central Coast,Simple,28,2,6,1.0,0.1785714285714285,0.0,6.0,0.3700166075014738,1.2001640378678764,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0116,Pachacamac,Central Coast,Simple,20,2,2,1.0,0.0,0.0,0.6666666666666666,0.3560162047498188,0.9977422171372078,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0117,Ica,Ica & Paracas,Simple,71,2,4,0.9577464788732394,0.0,0.0,5.6,0.36579469365708817,1.176659366142834,0.8703627240198306,numeric_coverage,False,False,False,0,Normal
KH0118,Pachacamac,Central Coast,Simple,21,0,1,1.0,0.0952380952380952,0.0,0.0,0.3698606323055733,1.200692453286567,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0119,Ica,Ica & Paracas,Simple,22,2,3,0.9090909090909092,0.0,0.0,5.0,0.3622198180022462,1.1382432381609342,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0120,Marquez,Central Coast,Simple,55,3,5,0.8,0.2181818181818181,0.0,0.38461538461538464,0.3467219148642024,0.9903871434769258,0.34797753007623866,group_size,False,False,False,0,Normal
KH0121,Marquez,Central Coast,Simple,29,2,4,0.896551724137931,0.0344827586206896,0.0,0.0,0.3415748691635138,1.0319184656996245,0.669511010459988,frac_broken,False,False,False,0,Normal
KH0122,Between Ica and Pisco,Ica & Paracas,Simple,42,3,6,0.7380952380952381,0.0,0.14285714285714285,0.4117647058823529,0.36727700251535766,1.0503120642325232,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0123,Ica,Ica & Paracas,Complex,287,6,8,0.7909407665505227,0.024390243902439,0.0,0.0,0.44428323250045215,1.436405305938081,2.4182168645604847,n_groups,False,False,False,0,Normal
KH0124,Pachacamac,Central Coast,Simple,20,2,1,0.95,0.0,0.0,0.0,0.3614593480436966,1.058773511275994,1.1230463757686582,n_colors,False,False,False,0,Normal
KH0125,Pachacamac,Central Coast,Simple,11,2,12,1.0,0.0,0.0,1.3333333333333333,0.3756342636281237,1.3231685978427703,1.1230463757686582,n_colors,False,False,False,0,Normal
KH0126,Pachacamac,Central Coast,Simple,42,0,5,0.0238095238095238,0.9523809523809524,0.0,0.0,0.4969200406771367,1.35836002455964,3.5104405133147396,frac_broken,False,False,True,1,Candidate
KH0127,Between Ica and Pisco,Ica & Paracas,Simple,163,4,3,0.6809815950920245,0.0245398773006134,0.0,0.0,0.3701707481446113,1.164111128917059,0.7147891929502551,frac_broken,False,False,False,0,Normal
KH0128,Between Ica and Pisco,Ica & Paracas,Complex,357,4,8,0.4901960784313725,0.0392156862745098,0.0,4.5,0.41662142983236816,1.4810081770214407,1.93361189059082,n_cords,False,False,False,0,Normal
KH0129,Ica,Ica & Paracas,Simple,55,3,7,0.7636363636363637,0.0,0.0,0.0,0.35813485358216074,1.0855814016151126,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0130,Ica,Ica & Paracas,Simple,13,1,3,0.9230769230769232,0.0,0.0,0.0,0.35018331601752284,1.0026644411154115,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0131,Ica,Ica & Paracas,Simple,11,1,3,1.0,0.0909090909090909,0.0,0.0,0.35412885229715413,1.0248972663360323,1.0569180135716543,numeric_coverage,False,False,False,0,Normal
KH0132,Pachacamac,Central Coast,Simple,20,0,2,0.8,0.25,0.0,1.6666666666666667,0.3699460557152061,1.0586162170358624,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0133,Pachacamac,Central Coast,Simple,11,0,9,0.8181818181818182,0.1818181818181818,0.0,4.0,0.36642909273161756,1.041850412433319,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0134,Ica,Ica & Paracas,Simple,36,2,30,1.0,0.0,0.0,1.0,0.3897847445194426,1.7991392092501481,1.1165743088336193,n_unique_colors,False,True,False,1,Candidate
KH0135,Pachacamac,Central Coast,Complex,281,2,3,0.0747330960854092,0.0071174377224199,0.0,0.0125,0.5014742619560884,2.2251464182302105,3.0282666188443144,numeric_coverage,False,True,True,2,High-confidence
KH0136,Lima,Central Coast,Simple,9,0,1,1.0,0.1111111111111111,0.0,0.25,0.37315896829438744,1.2580086467701816,1.1850890975878252,n_pattern_types,False,False,False,0,Normal
KH0137,Ica,Ica & Paracas,Simple,94,2,17,0.7446808510638298,0.0,0.0,3.4285714285714284,0.3754421032849985,1.1155591215180463,0.8265396007985731,frac_broken,False,False,False,0,Normal
KH0138,Marquez,Central Coast,Simple,35,3,3,0.8571428571428571,0.8285714285714286,0.0,0.0,0.4048519849592456,1.0462407978715476,2.9466330984800093,frac_broken,False,False,False,0,Normal
KH0139,Marquez,Central Coast,Simple,28,0,3,1.0,0.8571428571428571,0.0,1.25,0.4366633896162706,1.2057920607202317,3.076742501903408,frac_broken,False,False,True,1,Candidate
KH0141,Ica,Ica & Paracas,Complex,157,6,33,0.8662420382165605,0.0127388535031847,0.20454545454545456,1.76,0.45955911898081536,1.095395878276242,1.510830165053142,n_pattern_types,False,False,False,0,Normal
